nabíjecí_stanice,nabíjení_interval_začátek_datum_a_čas,nabíjení_interval_konec_datum_a_čas,spotřeba_hodnota,spotřeba_jednotka
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:34:00,2019-04-09T12:34:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:33:00,2019-04-09T12:33:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:24:00,2019-04-09T12:24:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T12:23:00,2019-04-09T12:23:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-09T11:49:00,2019-04-09T12:06:00,6.086,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-07T09:27:00,2019-04-07T11:18:00,31.286,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-05T19:19:00,2019-04-05T22:53:00,11.290,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-04-05T16:41:00,2019-04-05T17:44:00,23.323,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-28T13:36:00,2019-04-28T18:14:00,10.394,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-28T13:32:00,2019-04-28T13:35:00,0.094,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-26T19:26:00,2019-04-26T20:48:00,2.115,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-12T16:50:00,2019-04-12T18:01:00,2.191,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-11T19:48:00,2019-04-11T20:20:00,1.203,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-11T11:58:00,2019-04-11T12:49:00,1.500,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-09T13:03:00,2019-04-09T13:56:00,2.448,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-04-08T16:30:00,2019-04-08T16:50:00,0.826,KWH
https://data.zdarns.cz/zdroj/stará-radnice/stojan-1,2019-04-05T13:42:00,2019-04-05T13:43:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-30T19:43:00,2019-05-30T22:20:00,12.823,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-30T12:17:00,2019-05-30T12:50:00,3.595,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-29T20:26:00,2019-05-29T21:54:00,5.155,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-29T19:09:00,2019-05-29T19:29:00,1.184,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-29T07:31:00,2019-05-29T09:04:00,10.305,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-28T17:46:00,2019-05-28T18:52:00,7.289,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-28T11:31:00,2019-05-28T12:08:00,4.126,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-28T08:10:00,2019-05-28T08:38:00,2.741,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-26T20:05:00,2019-05-26T20:39:00,3.645,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-26T15:53:00,2019-05-26T18:36:00,7.398,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-26T10:45:00,2019-05-26T11:15:00,3.288,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-24T08:00:00,2019-05-24T08:44:00,4.851,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-23T20:30:00,2019-05-23T23:43:00,21.086,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-23T19:56:00,2019-05-23T20:29:00,2.009,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-23T17:51:00,2019-05-23T18:59:00,7.514,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-23T13:35:00,2019-05-23T14:26:00,14.271,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-21T18:31:00,2019-05-21T19:32:00,6.726,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-21T14:48:00,2019-05-21T15:22:00,2.516,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-20T19:21:00,2019-05-20T21:12:00,12.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-20T13:11:00,2019-05-20T17:09:00,12.621,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-19T22:37:00,2019-05-19T00:17:00,5.853,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-19T14:52:00,2019-05-19T16:56:00,26.448,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-19T11:38:00,2019-05-19T13:22:00,29.349,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-19T11:38:00,2019-05-19T11:38:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-19T08:43:00,2019-05-19T10:55:00,35.654,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-18T20:51:00,2019-05-18T01:14:00,15.513,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-18T19:37:00,2019-05-18T20:37:00,6.599,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-18T18:41:00,2019-05-18T18:58:00,6.014,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-18T08:01:00,2019-05-18T08:02:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-18T07:59:00,2019-05-18T08:00:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-17T20:51:00,2019-05-17T01:14:00,15.471,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-17T12:50:00,2019-05-17T15:43:00,10.245,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-16T19:41:00,2019-05-16T23:27:00,13.269,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-16T17:35:00,2019-05-16T18:50:00,8.299,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-16T16:09:00,2019-05-16T17:34:00,6.315,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-16T11:23:00,2019-05-16T12:33:00,8.254,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-16T09:24:00,2019-05-16T10:45:00,9.029,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-15T10:59:00,2019-05-15T11:00:00,0.028,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-15T08:43:00,2019-05-15T10:58:00,7.775,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-14T19:06:00,2019-05-14T20:21:00,8.224,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-14T07:28:00,2019-05-14T07:59:00,3.463,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-13T15:00:00,2019-05-13T15:38:00,4.275,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-13T07:44:00,2019-05-13T07:44:00,0.029,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-11T19:30:00,2019-05-11T19:31:00,0.000,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-11T15:37:00,2019-05-11T15:39:00,0.003,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-11T15:29:00,2019-05-11T15:31:00,0.003,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-11T15:13:00,2019-05-11T15:14:00,0.003,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-11T12:27:00,2019-05-11T12:35:00,0.830,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-11T09:46:00,2019-05-11T12:25:00,9.380,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-10T21:07:00,2019-05-10T00:01:00,10.034,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-10T16:26:00,2019-05-10T18:01:00,5.524,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-10T13:46:00,2019-05-10T16:21:00,44.375,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-09T21:34:00,2019-05-09T23:20:00,4.449,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-09T21:01:00,2019-05-09T21:30:00,4.788,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-09T19:01:00,2019-05-09T20:12:00,7.828,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-07T19:33:00,2019-05-07T20:41:00,7.393,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-07T14:03:00,2019-05-07T14:41:00,2.288,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-06T13:56:00,2019-05-06T16:29:00,5.423,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-06T13:31:00,2019-05-06T13:55:00,1.268,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-06T09:50:00,2019-05-06T13:30:00,17.093,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-04T08:09:00,2019-05-04T08:32:00,2.473,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-03T20:40:00,2019-05-03T21:20:00,2.355,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-02T22:15:00,2019-05-02T23:07:00,5.735,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-02T18:33:00,2019-05-02T21:12:00,17.498,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-02T08:11:00,2019-05-02T08:24:00,0.775,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-01T15:53:00,2019-05-01T16:54:00,6.781,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-01T10:56:00,2019-05-01T12:48:00,12.626,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-05-01T07:25:00,2019-05-01T08:35:00,7.751,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-27T19:50:00,2019-05-27T21:28:00,3.699,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-26T16:00:00,2019-05-26T16:27:00,0.313,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-19T13:19:00,2019-05-19T13:54:00,1.259,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-18T20:45:00,2019-05-18T21:47:00,2.389,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-18T19:42:00,2019-05-18T20:31:00,2.040,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-16T17:19:00,2019-05-16T17:35:00,0.606,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-14T07:36:00,2019-05-14T08:09:00,0.618,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-12T19:14:00,2019-05-12T21:27:00,4.936,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-12T00:24:00,2019-05-12T00:27:00,0.121,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-11T19:11:00,2019-05-11T00:23:00,15.795,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-10T16:24:00,2019-05-10T16:25:00,0.015,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-09T21:08:00,2019-05-09T21:28:00,0.081,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-09T21:07:00,2019-05-09T21:08:00,0.001,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-07T19:30:00,2019-05-07T19:32:00,0.073,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-06T16:08:00,2019-05-06T16:12:00,0.154,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-04T00:04:00,2019-05-04T08:09:00,12.365,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-03T20:51:00,2019-05-03T21:10:00,0.013,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-03T07:37:00,2019-05-03T10:14:00,5.678,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-05-01T08:20:00,2019-05-01T08:24:00,0.070,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-25T16:26:00,2019-06-25T17:04:00,4.255,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-21T16:44:00,2019-06-21T18:41:00,13.034,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-18T14:55:00,2019-06-18T15:48:00,5.770,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-13T19:34:00,2019-06-13T20:26:00,3.080,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-10T14:12:00,2019-06-10T14:37:00,1.489,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-09T08:37:00,2019-06-09T11:13:00,34.245,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-08T21:44:00,2019-06-08T22:54:00,4.176,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-08T13:59:00,2019-06-08T14:23:00,1.428,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-07T19:54:00,2019-06-07T22:01:00,7.008,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-06T15:15:00,2019-06-06T16:24:00,7.526,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-05T21:47:00,2019-06-05T00:45:00,13.429,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-04T13:22:00,2019-06-04T14:46:00,4.881,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-03T11:25:00,2019-06-03T11:32:00,0.743,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-02T17:54:00,2019-06-02T18:39:00,2.664,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-06-01T12:45:00,2019-06-01T15:04:00,15.156,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-31T15:56:00,2019-07-31T16:35:00,2.083,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-31T10:39:00,2019-07-31T10:57:00,1.066,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-24T18:44:00,2019-07-24T19:42:00,3.185,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-22T18:43:00,2019-07-22T19:07:00,2.861,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-22T17:57:00,2019-07-22T18:16:00,1.091,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-17T22:22:00,2019-07-17T23:14:00,3.115,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-16T18:32:00,2019-07-16T19:23:00,3.074,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-16T15:57:00,2019-07-16T16:07:00,0.794,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-15T22:20:00,2019-07-15T22:48:00,1.678,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-14T17:19:00,2019-07-14T18:47:00,5.008,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-13T15:05:00,2019-07-13T16:43:00,17.219,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-13T12:46:00,2019-07-13T13:11:00,1.508,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-11T19:53:00,2019-07-11T20:23:00,3.319,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-09T15:22:00,2019-07-09T15:46:00,2.603,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-08T17:29:00,2019-07-08T19:13:00,6.063,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-02T09:20:00,2019-07-02T10:09:00,5.426,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-07-01T17:34:00,2019-07-01T17:50:00,0.930,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-07-16T19:07:00,2019-07-16T19:19:00,0.108,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-07-11T19:58:00,2019-07-11T20:05:00,0.094,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-07-08T17:57:00,2019-07-08T19:08:00,0.040,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/zasuvka-230v,2019-07-06T17:34:00,2019-07-06T19:06:00,4.266,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-30T12:58:00,2019-08-30T14:13:00,8.811,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-30T07:41:00,2019-08-30T08:03:00,1.193,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-29T10:45:00,2019-08-29T14:01:00,15.784,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-27T20:32:00,2019-08-27T20:40:00,0.435,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-26T11:52:00,2019-08-26T11:53:00,0.059,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-26T11:35:00,2019-08-26T11:38:00,0.180,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-25T15:54:00,2019-08-25T17:20:00,9.453,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-25T12:33:00,2019-08-25T13:41:00,3.903,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-25T11:05:00,2019-08-25T11:14:00,0.525,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-24T16:18:00,2019-08-24T17:52:00,26.679,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-24T16:16:00,2019-08-24T16:17:00,0.283,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-23T20:46:00,2019-08-23T20:48:00,0.073,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-23T20:44:00,2019-08-23T20:45:00,0.031,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-23T20:40:00,2019-08-23T20:42:00,0.123,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-23T20:28:00,2019-08-23T20:37:00,0.480,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-23T18:18:00,2019-08-23T20:13:00,6.569,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-23T14:51:00,2019-08-23T15:14:00,1.349,KWH
https://data.zdarns.cz/zdroj/centrální-parkoviště/konektor-2-mennekes-22kw,2019-08-21T09:26:00,2019-08-21T12:29:00,14.594,KWH
